Text,Label
USER USER USER oooo jadi menurut wahabi sebelum nabi diutus semua manusia saat itu kafir nabi sendiri sebelum diutus JANGAN MENURUT ELU NABI PERNAH KAFIR juga yah hanya dua pertanyaan gue itu diatas,Hate Speech
aku waktu KKN diteriakin tobrut sama anak SD iya bener anak SD kacau,Non-Cyberbullying
template semua anjing mati aja lu pada tolol,Kata Kasar dan Vulgar
astagaa anjing lu semuuaaa mediaa tolol asuuuu jahat banget anjinggg,Kata Kasar dan Vulgar
yaelah anjing cabut ava lo yg ada mark nya itu ya babi rusakkk otak kalian semua,Kata Kasar dan Vulgar
GENDUT GENDUT LO TUH GENDUT JELEK RAMBUT GA SISIRAN BAU BILANGIN ORANG GENDUT TAPI GA NYADAR SM DIRINYA SENDIRI DIIHH IYADEH LO PALING SEMPURNA DI DUNIA INI,Body Shaming
USER USER USER dikira yg kerja cuma pemaen doang apa lu kira bagian staff ada pelapis nya dongo di pelihara,Kata Kasar dan Vulgar
BAJINGANNN malem lagi tidur tbtb ada yg mecahin kaca rumah gw bangsat lu gw gaada urusan apa malah gw yg kena MIKIR ANJINGGGGG bajingan lu kontol mati aja lu celenggg gw sumpahin sial hidup lu bangsat,Kata Kasar dan Vulgar
USER USER USER ya balik keorangnya dong hak elu cuma mengingatkan bego masalah dia mau terima kagak ya urusan dia ma tuhan lu diajarin orang tua loh ga sih namanya batasan,Kata Kasar dan Vulgar
sekarang aku udah paham sama digital footprint jadi nggak bakal bikin muka jelek lagi janji kalau ingat,Non-Cyberbullying
ganti james trafford aja su kiper itali kontol,Kata Kasar dan Vulgar
USER selalu bikin ngaceng,Sexual Harassment
USER USER USER jangan CUPU jadi orang tuhan nyiptain otak buat lo tuh digunakan dengan benar bukan tunduk sama yang SALAH ini yg bikin negara ini jadi negara budak mindset nya tlol semua dikit² takut takut masadepan hancur lah lu punya TUHAN apa kaga si anjir yang ngasih rejeki tuhan,Kata Kasar dan Vulgar
udah gendut item jelek pendek kampungan najis pantes ya orang jelek tuh mukanya jelek soalny sifatny jg ngikut fisiknya jelek bgt najis busuk bgt tai jelek bgt kumisan kyk g prnh mandi norak kampung,Body Shaming
mbaknya speakup boleh teazzi ttp di hati biar ga seret gue malah ama otak udang,Kata Kasar dan Vulgar
BJIR NGACENG BANGET GW,Non-Cyberbullying
USER USER USER yang jadi pertanyaan adalah yang dikritik pemerintah yang marah para buzernya dikit dikit lapor polisi bazer otak udang,Kata Kasar dan Vulgar
kelompok kontol,Kata Kasar dan Vulgar
USER narasi orang tolol wkwk nyewa stadion permatch udh kaya nyewa lapangan futsal wkwk tolol bukannya nekenin panpel sm manajemen lu biar ngusahain main di jkt malah buang energi nyalahin pihak lain wkwk kaum dongo emang,Kata Kasar dan Vulgar
anj dada gue sakit lu yg nyalip dari kiri emang tolol banget si yg jalan kaki ga di trotoar juga tolol gue diem doang jadi kena anj PAKOF,Kata Kasar dan Vulgar
pas ada anggota bem yang openly support lgbt langsung ditindak sampe dicabut jabatannya giliran KS pasti diem aja tolol,Kata Kasar dan Vulgar
USER USER jangan songong luh bocah baru kemarin sore jngan mentang lo deket sama presiden lo bisa berkuasa bajingan,Kata Kasar dan Vulgar
tuh emg sembahannya kremy masa fitnah gini dilike sama k orang sefandom emg isinya otak udang semua,Kata Kasar dan Vulgar
ngbrol seks edukasi ke tmn gue yg mau nikah yg notabene nya kampung dan so islami malah gue dikatain ih curiga udh ngewe kata nya ya emang udah sih tp disitu tujuan gue buat kita ngbrol seks edukasi anjing kek otak lu tuh knp gk kebuka,Kata Kasar dan Vulgar
ml stop ngide pake build proplayer yaa monyet gue ga peduli kda lo bagus dapet maniac kek savage kek kalo ujungnya comeback ya buat apaan kalo mau eksperimen ajak pt an lo aja,Kata Kasar dan Vulgar
USER USER humor lo jelek bgt,Kata Kasar dan Vulgar
gara gara daniel bego sirkel cowok cowoknya milen terancam bubar taikkkkk daniel lu bener bener ye gw kubur jadi singkong anjrit lu,Kata Kasar dan Vulgar
USER lo kalo disuru milih woong apa yoo babi pilih siapaa ran,Kata Kasar dan Vulgar
siti anjing udah punya anak tapi otak lo nipu orang ga berkah hidup lo kalau lo kasi makan anak lo dengan duit hasil nipu siti nuraidah goalsya,Kata Kasar dan Vulgar
USER bukti nyata di real life gw tetangga jauh rumah gw ada gay dia awal nya straight dan gak lama dia mati mendadak tdk ada riwayat penyakit lain,Hate Speech
USER USER ya kalo punya duit mah enak ngomong gitu kalo orang makan aja susah lu suruh kasih mindset minimal GB mati semua orang kelaperan,Kata Kasar dan Vulgar
minimal udh keterima di kampus kuning ini otaknya jangan bejat kaya binatang lah punya otak dipake untuk berpikir yang waras gitu kasus ks tuh bener lebih jahat dari binatang,Kata Kasar dan Vulgar
JAHANNAM ANJING HAIDAR BABI SINI LU GUA TONJOK LU BANGSATT ngga peduli lu anak boxing atau apa lu ngga tau kan gua bisa bikin lu tepar ampe sekarat SINI LU HAIDARRRR,Kata Kasar dan Vulgar
USER nama marga lo ape ning ning itu nama marga gue lucu bet lagi bangsat,Kata Kasar dan Vulgar
t can host ada sby sda aja doi pengen liat aku dientot top lain mau ngedobel aku,Sexual Harassment
bangsat lo semua yg kaga clear,Kata Kasar dan Vulgar
USER USER USER jongos banteng otak udang mereka pikir dgn cara begini otomatis ganjar terangkat lagi popularitasnya,Kata Kasar dan Vulgar
ih anjing benci bgt gue doain satu geng susah kentut lu zalim sama hak hidup orang lain,Kata Kasar dan Vulgar
manusia manusia tolol anjg gw disini cuma mau berteman doang pantek manusia dongo bgini gw benci bgt belagu lu,Kata Kasar dan Vulgar
gak habis pikir solo stan tuh waktu idolanya kecintaan kayak gini mendadak buta dan tuli kah giliran mereka lagi kering aja lu pada notice sampe cocokologi kampung tapi bagian bucin begini so so an bego kagak tau apa apa,Kata Kasar dan Vulgar
istighfar yuk nyebut masa kakak cewek sendiri dilecehin alah lu malu maluin anak hukum aja bajingan,Kata Kasar dan Vulgar
USER BOKAP LU AJA MINJEM HP KE GUE BANGSAT INI ANAKNY MALAH NAMBAHIN MINJEM LAPTOP,Kata Kasar dan Vulgar
dulu pas belum tau rasa di jilmek ku kira colmek udah paling enak eh ternyata di jilmek clit itu yasalam nikmat,Non-Cyberbullying
suka konten tobrut DM aja ada promo kok,Non-Cyberbullying
gak bisa kan lo nyari kejelekan jisoo sampe harus pake kata katanya cuma biar bisa beradu argumen disini kak kalo begitu berarti kakak bego karena katanya bego itu nurun ya dari keluarga,Kata Kasar dan Vulgar
USER guru guru dan temen temennya apa nggak pada ngaceng,Sexual Harassment
USER ciuman dulu baru nen terus jilmek,Sexual Harassment
ini semua gara taxi ijo gini loh dunia ini isinya orang TOLOL kan artinya kejadian terabas rel kereta itu SUDAH PASTI amp SERING TERJADI MASALAHNYA kemaren buktiin kalo pemerintah amp KAI belom siap amp maksimal mengatasi masalah tsb sbg pengguna KRL gw sangat concerned,Non-Cyberbullying
kok rps yg lewat timeline gue masih pada acting like a fucking victim ya anjing stop narasi rps luar lebih liar terus karena banyak yg normalisasi lo jadi merasa bahwa itu wajar stop ngomong bxb doang yg disenggol emg kenyataannya yg PALING BANYAK ya itu bangsat ngerti ga,Kata Kasar dan Vulgar
mel monyet semoga lu bangun tidur ketiban wewegombel,Kata Kasar dan Vulgar
BABI LU DIKIDOY SEMOGA KENA ASLAM HP LU MELEDUK UTS LU GA JALAN DENGAN BAIK PAHAM LU,Kata Kasar dan Vulgar
GOBLOK ANJING BISA BISANYA LO DI LINGKUNGAN PROFESIONAL KEK GINI,Kata Kasar dan Vulgar
USER USER lu yang dongo jirrr dan naif pula lu tau ga kalo kebanyakan ball boy di stadium itu adalah pemain akademi klub home atau setidaknya berhubungan langsung sama klub itu jadi mereka dibayar buat jadi ballboy tapi bukan berarti mereka harus sportif emg keuntungan main di home,Kata Kasar dan Vulgar
USER INI NIH MALES NYA SAMA ORANG BEGO lu tuh tau di dalem nya kaya apa ga sih obses solo sejauh heeseung debut dia gaada bilang mau debut solo dia cuma mau lagu buatan nya itu rilis meskipun tanpa promosi kaga ada anjing dia blng mau debut solo,Kata Kasar dan Vulgar
USER bukan ga bersyukur bukan ga bersyukur halah pepek minimal HARGAI cowo lu bego bilang MAKASIH banyak cewe yg berharap dpt hadiah dr cowonya pas ultah lho termasuk gw,Kata Kasar dan Vulgar
LUCUUUUU BGTTT,Non-Cyberbullying
orang orang juga goblok seneng banget nontonin ginian lu juga turut andil mosting ginian jadi pembicaraan juga,Kata Kasar dan Vulgar
mendadak otak mungil gw mengatakan kayanya punya pacar seru deh wkwk,Non-Cyberbullying
hari ini diingatkan lu bisa mati kapan aja,Non-Cyberbullying
ya kalau kritiknya tolol dan bisa dibantah dengan google search atau baca artikel yang cuman min read ya males juga lama lama liatnya,Non-Cyberbullying
gw yg udh di kelas bimlek,Non-Cyberbullying
USER USER masih gk bisa maafin event pulsa k budgetnya padahal lebih gede drpd moonton malah buat event bansos harusnya buat danain event komunitas tolol emang garindo,Kata Kasar dan Vulgar
USER dibilang otak udang sm yg pengen membatasi kebebasan beragama di lingkungan kampus,Kata Kasar dan Vulgar
USER km mw g aq ajk ngentot,Sexual Harassment
USER km mw g aq ajk ngentot,Sexual Harassment
ANJING LO IGRS DI BERITAIIN IGN GA MALU APA MONYET,Kata Kasar dan Vulgar
dikabarkan orang ini tetap imut mesti di entot semester,Sexual Harassment
USER USER kasian apa lu iri bang hhh kontol,Kata Kasar dan Vulgar
BANGSAT LU SUOOO sakit hati gw,Kata Kasar dan Vulgar
mau lu apa ngentot,Kata Kasar dan Vulgar
emang voters bajingan babi anjing kontol bodo amat lu tobat anjing,Kata Kasar dan Vulgar
USER USER USER ngentot doank loe doyan ngurus anak ogah yg tolol dan dongo ye loe bego anak tuh amanah dari tuhan jgn loe sia sia in,Kata Kasar dan Vulgar
IYA ANJENG SULIT BGT GUE PERNAH KERJA DI FNB LEBIH DARI JAM MEGANG HP AJA TIAP KE WC DOANG PUTUS AJA LAH MONYET KL GABISA NGERTIIN PACAR LO,Kata Kasar dan Vulgar
itu yg henky permana ANJING YA TEMEN FL RL GUA LU LECEHIN PAKAI AI,Kata Kasar dan Vulgar
USER HALAH LO AJA YANG SALTY BABI ENGENE GA ADA TUH YANG MARAH IDUP LO SERIUS BGT NYENTUH RUMPUT SANAAAA,Kata Kasar dan Vulgar
hal ky gini biasa dikalangan laki biasa nanti kalo ada yg blg semua laki bangsat lu ketrigger ga mau disama ratakan GOBLOG gua ga blg semua laki bangsat tapi klo topik ngobrol lu ky gini sama teme lu ya lu BANGSAT,Kata Kasar dan Vulgar
ngentot emng si wakeone agensi tolol,Kata Kasar dan Vulgar
woi jiangli menurut lo dengan projek lo berdua yang sisa collab brand dan konser konser buatan si duo babi kenapa lagi gue masih mau nge stan lo berdua KARENA SAYANGGGGGG COKKKKKKK,Kata Kasar dan Vulgar
seharusnya kim you jung dinominasikan best actress di baeksang emang juri baeksang tolol dan bajakan mereka ini nggak pernah ekting fungsi best actrees itu apasih yang dilihat acting kan sudah segacor ini tapi ya sudahlah otak udang emang juri USER,Kata Kasar dan Vulgar
USER USER goblok anj lo liat dlu si dokter gia kayak gimana ya allah bisanye lu blg gini ke nakes,Kata Kasar dan Vulgar
gw nangis lagi malam ini emang lemah lu bangsat tapi gw capek anjir serius dah gw sedih sama diri gw dulu yg gak bahagia gak bisa seneng gak punya rumah yg layak gk punya orng yg peduli gw tantrum pengen dapetin semua itu SEKARANG JUGA tapi gw g bisa gw masih g bisa,Non-Cyberbullying
buat nonkpop gw ga tau memeg lu gatel banget pengen ketemu cwo lu mulu atau gimana tapi temen gw dah jauh hari minta libur di hari minggu utk konser tiba lu minta tuker karena mau ketemu cowo lu yg jelek itu terus ngatain apaan sih konser dasar haluu punya otak dipake ya anj,Kata Kasar dan Vulgar
USER USER USER ngaca lu dengan komen begini juga sama aja si paling ga bela idol mati matian,Kata Kasar dan Vulgar
mati aja mahasiswa ngajuin keringanan UKT aja masih ribet mati aja anjing mampus aja lu,Kata Kasar dan Vulgar
promo udang panami rp g periode april mei yuk belanja,Non-Cyberbullying
wo USER sampeyan kerjone mung kakean nyocot pernah dengar lirik lagu dari sebuah band yg kyk gini tong kosong nyaring bunyinya otak udang kosong ngomong sembarang sampeyan ki kakean omong mung nutupi ketidakbecusa sampeyan mimpin pengelolaan negara,Kata Kasar dan Vulgar
mo ngewe,Non-Cyberbullying
dan yap mulai banyak yg dapet SNBP pil tp gamau diambil krn terlalu realistis kalo emang ga niat mending dikosongin aja harusnya tau konsekuensi SNBP itu apa satu kursi yang lo buang itu jatah mati yang harusnya bisa jadi mimpi orang lain yang lebih butuh jgn egois,Non-Cyberbullying
NGENTOT LU ANTON,Kata Kasar dan Vulgar
sebel anjing cok lu meragukan pengalama mau tahun gw ya anjing,Kata Kasar dan Vulgar
WTB want to buy tiket konser EXHORIZON EXO CAT atau CAT atau CAT TIX day berapa aja boleh gensale atau presale prefer tiket pribadi diutamakan bisa COD jogja bisa tukeran sosmed jaminan jelas scammer ga usah nawarin mati aja lo,Kata Kasar dan Vulgar
heeseung going solo opens up how STANKKKKKK this fandom is busuk semua hati lo monyet,Kata Kasar dan Vulgar
USER heh ngaceng bgt gw bacanya ngakak kenceng,Kata Kasar dan Vulgar
USER yah udah cenblue ai pun dicolong otak udang emang,Kata Kasar dan Vulgar
brondong sialan jangan deket deketin gua monyet lu,Kata Kasar dan Vulgar
USER kalau bencana di daerah yang ga ada LGBT disebut ini musibah ujian begitu bencana di daerah yang ada LGBT NAHH KANN AZAB ITU FIX AZAB,Hate Speech
lagi pula kalau itu budaya lokal ya sah aja tetep disebut apa adanya kalau mau dijelaskan tinggal pakai teknik deskripsi aja,Non-Cyberbullying
lu yang kemana kemarin tweet lu rame dan jadi nyediain lapak hate buat satu sama lain di momen bulan jay birthday juga sama aja gasih lu kaya orang orang yg spam di weverse jay hari ini lu diajak diskusi sama temen temen lu aja ga lu tanggepin napa cupu lu,Kata Kasar dan Vulgar
udah gaada otak lu pada yg ngata ngatain hy di qrt apa urusannya hy sama di drama sialan ya asu yg ngomong dari fd iu dan shipper sendiri in the end of the day selalu aja hy yg jadi samsak org org goblok semua,Kata Kasar dan Vulgar
USER sampein ke di babi lu,Kata Kasar dan Vulgar
jd inget dulu pas lg galau mau ninggalin jogja krn lg pantukhir terlintas di otak kek ya allah kl aku keterima akpol brrti rambutku gbs panjang yaa pdhl aku pengen ngerasain punya rambut pjg trs di curly ya allah aku pgn punya gelar sarjana hukum,Non-Cyberbullying
USER USER emg aneh aja para penganut tusbol itu yg normal amp sehat ngapain dilarang yg byk itu negara yg melarang penyakit LGBT,Hate Speech
demi apapun zubimendi kalo masih main di tim ini nepotisme tingkat dewa main kaya kontol,Kata Kasar dan Vulgar
sedih banget nge dm cuma bikang sange ama vc dong gak ada yang ngertiin satu pun,Non-Cyberbullying
mati aja lu kontol,Kata Kasar dan Vulgar
mati aja lu kontol,Kata Kasar dan Vulgar
contoh oknum nasrani goblok percaya yesus agama tapi bertanya agama itu gunanya buat apa lo jika di gereja ONANI APA BACA DOA YUDAS di neraka ketawa terbahak liat lo,Hate Speech
USER USER pgennya sih gtu om tapi prasaan julid fi sabilillah susah utk ditahan walopun harus capek ngetik ga akan brhenti menebar kenormalan dari orang bebal yg ga normal klo yg ga normal aja kampanye terus masa kita yg normal harus diem aja hilangkan LGBT dr muka bumi krna penyakit,Hate Speech
USER USER goblok lu jenlisa artis global tolol gak mungkin lah suruh ngaku terangan setresss lu tanpa harus come out kita juga percaya jenlisa is real pikiran kampung kaya lu yang bikin idol nya flop,Kata Kasar dan Vulgar
ini mah hakim yg tarik ulur jir cupu lu mbe,Kata Kasar dan Vulgar
EMANG LU DOANG KAH YANG WAR MONYET,Kata Kasar dan Vulgar
USER kontol mati aja lo berdua,Kata Kasar dan Vulgar
USER balesin gini eh monyet kalo lo pikir duit jt itu cepet yaudah lu cari sendiri bego lo kira single gak butuh duit apa pukimak lu mending gausah lu save nomer gw gw jg akan blokir lu lu tipe yang nyusahin dan gak tau diri satu kata anjing lu bocah kontol,Kata Kasar dan Vulgar
gmmtv stop bawa artis lu ke negara toxic itu bangsat gedeg gua lama lama,Kata Kasar dan Vulgar
USER yah ada org kontol,Kata Kasar dan Vulgar
USER BANGSAT NYEBELIN BANGET AJG GAMAU DENGERIN DULU MALAH BEGITU KOCAK GESTURE LO IDIH SOK IYE BANGET LAKI LAKI BABI,Kata Kasar dan Vulgar
analogi tolol otak udang otak kopong semua diborong sm dia,Kata Kasar dan Vulgar
USER sebenarnya tidak ada namanya paksa dipaksa cuma kalian nya aja yang mental cupu maunya dipaksa gak peduli lu masih dibawah kek dibawah kek dibawah kek kakek kakek,Kata Kasar dan Vulgar
ini serius sekelas anak fhui tapi cara ngomongnya begini jelek muka lu,Body Shaming
USER kamu nggak tahu ya kalau pejabat itu pinter pinter manipulasi asljnya mereka otaknya dangkal bin goblok otak udang bisa jadi pejabat miris USER USER,Kata Kasar dan Vulgar
memasuki jam rawan untuk colmek,Non-Cyberbullying
masih ada aje yg belain that mf lu tuh fansnya jisoo ngapain belain bajingan orgil,Kata Kasar dan Vulgar
gw mah emang begini orangnya ya dirubah lah bego ngga semua orang bisa nerima sifat lu,Kata Kasar dan Vulgar
USER now it s used more like cape banget gw idup mo mati aja ah eh jangan mati dong lo cakep banget aha,Non-Cyberbullying
USER USER USER USER aman om terserah kalian aja tahun who tiba hapus lgbt aja udah aneh sih tenang aja om penderita skizo aja menerima kalo mereka ada dampak penyakit mental kok oenikmat sesama jenis gak terima gitu,Hate Speech
kalo ada cewe yang ngetweet berbau sexualizing itu bkn berarti bs lu ajak ngewe ya anjing,Kata Kasar dan Vulgar
SUPIR ANGKOT ni literally hama dimana² anjing dia ngendarain mobil tp mentalnya kaya bawa motor jalur kecil yg harusnya buat motor diterobos sama anjing² bangsat ini bikin macet yang ga perlu KONTOL KONTOL HAMA KAYAK LO LEBIH BAIK JD KORBAN AJA ANJING,Kata Kasar dan Vulgar
STOP normalisasi boti dan sejenis ini penyakit dan penyimpangan bisa disembuhkan jangan diteruskan risiko tertular HIV sangat besar selain kerusakan organ tubuh dan mental boti LGBT bisa mengundang bencana amp laknat allah cegah dan berantas botian,Hate Speech
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER BERISIK KONTOL,Kata Kasar dan Vulgar
USER USER USER USER bagus dong kl dia einstein maia walau g baik seengaknya ga selingkuh ya anak monyet org kl udh diselingkuhin gaakan lupa dan si maia msh baik loh msh biasa aja ketemu dhani sm mulan dan hrsnya lu mikir pake otak lo kl ad otak ya si mulan msh bisa kerja jd staff dpr aja udh bgs,Kata Kasar dan Vulgar
pengen ngentot,Non-Cyberbullying
pengen ngentot,Non-Cyberbullying
pengen ngentot,Non-Cyberbullying
pengen ngentot,Non-Cyberbullying
pengen ngentot,Non-Cyberbullying
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
USER otak udang,Kata Kasar dan Vulgar
bayangin aja anjg udh mah perempuan tiap bulan merasakan sakit rawan dilecehkan dan anjingnya ini lagi nyalahin perempuan juga gara² nyebar chat mesum para lelaki yang tidak berakal mati lo semua orang jahat ga berakal ANJINGGG,Kata Kasar dan Vulgar
lagian monyet juga masa duit pkkmb kgk bisa dipke pdhl masih ada sisa ITU GUA KITA LOH bukan duit lo masa iya ga bisa dipke buat acara mending SA bubar aja lah monyet,Kata Kasar dan Vulgar
gw happy kok ilichil kesana cuma kesannya kayak tuh agensi seakan bilang nyesel kan lo resign JAHAT BGT LU AGENSHIT BABI SIALAN,Kata Kasar dan Vulgar
USER padahal padahal padahal halah kalian sendiri kremi yang mulai baru ada announcement mereka datang ke gala aja udah ada akun kremi yang ngerendahin kalo gatau nyelam cari temen lu yg kek gitu kalo gak mau nyari gausah asbun tolol dan sotoy kek gini,Kata Kasar dan Vulgar
USER USER udah gue duga pasti ada aja komentar bangsat dari cowok yang bangsat lu pelaku ya,Kata Kasar dan Vulgar
mati aja deh lu,Kata Kasar dan Vulgar
nyimeng si tolol minimal kalo udh gede tuh bisa mikir otak lu gak berfungsi sama sekali kah namanya aja thai pop dengan kata lain mereka semua queer friendly terus ntar artis kesukaannya dukung lgbt terus dia malah ngehate gimana astaga hal sesimple ini gak sampe,Kata Kasar dan Vulgar
USER USER lah nyatanya lu emang dongo kata kata basic kek gitu aja kagak ngerti pantes denial mulu,Kata Kasar dan Vulgar
jam segini sange ga banget colmek sendiri hmm,Non-Cyberbullying
USER USER fandom lu lebih repot anjing,Kata Kasar dan Vulgar
knp ya cobaan gue tuh ga jauh dr mantan yg berisik sok paling tersakiti sumpah udh tau gue jahat bgt kalo udh muak sm org malah ada aja dramanya kontol,Kata Kasar dan Vulgar
penasaran tapi boleh lah pengen menikmati city light yogyakarta sebelum pindah ke solo sky camp by heha sky view,Non-Cyberbullying
tolol kalian semua yg nolak snbp pikirin angkatan bawah klo emg gaminat ya mundur dri eligible aj tolol,Kata Kasar dan Vulgar
body shaming BEDAKNYA TEBEL KAYAK TERIGU GENDUT PUTIH ITEM TONGGOS nuduh orang lain zero attitude ga ngerti etika cari validasi saya lagi ngerjain DISERTASI TUGAS AKHIR KULIAH s saya DOSEN ya so yg zero attitude amp ga ngerti etika itu SIAPA,Body Shaming
setelan hitam,Non-Cyberbullying
USER USER tgk IMIGRAN menteri kafir s wak ni asyik hina islam umatnya amp undg perl kita utama pribumi islam melayu langkawi amp mahu pelancongan amp politik melangkaui agama amp bangsa BANGSAT lu kafir s wak rasis punya pijak kepala melayu islam sem t melayu,Hate Speech
melawan rape culture bisa dimulai dengan tidak membiarkan dan menormalisasikan istilah dan jokes seksis misoginis cth cewe pulen tobrut make cewe analogi lelaki kucing perempuan ikan pashmina jahat bungkus cewe stop menyamakan perempuan seperti barang,Non-Cyberbullying
bangsat lu emg ga becus ngurus artis dari dulu malah dibikin artisnya hiatus mulu anjing HARUSNYA LU BELA BUKAN LU SURUH HIATUS BGSTTT BUKAN INI YG KITA MAU USER,Kata Kasar dan Vulgar
jgn asal kirim pap kontol yg g seberapa itu,Sexual Harassment
sakit lu pada anjing dia korban KS dan lu pada bisa bisanya nanya VIDEO di komen GILAAAAA BISA BISANYA LU NGOMONGIN ROLE DI KASUS KS KAYAK GINI SHAME ON YOU ALL narasi pantesan demen cakep apasih lu pada ga punya moral compass apa gimana,Kata Kasar dan Vulgar
the way peraturan ga bisa pilih pusat utbk secara langsung itu udh nyusahin bgt bangsat gw ke kampus terdekat aja udh km an ini dikasih kampus yang km an ah gila lo nyusahin org bgt USER,Kata Kasar dan Vulgar
kontol,Kata Kasar dan Vulgar
USER eeek ily lu babi,Kata Kasar dan Vulgar
USER lah yang bikin rusuh dari dlu kan si baragong mmbr salah niup lilin aja lu hate ngaca babi,Kata Kasar dan Vulgar
aku raja kau kontol,Kata Kasar dan Vulgar
USER baca yg bener kalo aktor bl fav lu ga homophobic ngapa tersinggung lu yg tolol gabisa paham sama ketikan orang bukti sn fs kaya bl lu lebih tolol sih soalnya ikut campur di fandom orang mulu,Kata Kasar dan Vulgar
USER USER USER dm lo aja mati tolol wkwkkwwk,Kata Kasar dan Vulgar
YAALLAAAAAAAAAHHH MATI AJA LU PRESIDEN SETAN MIKIR WOI MIKIRRRRR LU PRESIDEN PUNYA KEMENTRIAN GENDUT APA KEMENTRIAN LU GAK ADA YG BISA MIKIRRRRR WOI PRABOWO KONYOL,Kata Kasar dan Vulgar
USER percayalah mah standart orng indo mah emang rada aneh gendut dikatain kurus di katain juga kulit item dikatain padahal kan kulit indonesia yaa sawo mateng apapun kondisi badanmu cintailah aku aja kurus malah pengen gemuk suliiit bersukur aja,Non-Cyberbullying
kapan pulak muslim sebut yg muslim hanya nabi nabinya pengikut setia ajaran para nabi juga disebut muslim buset dah bio koar koar tahun explore islam tp hal dasar bginian aj g tau emng dasar penipu lo g bs d sebut muslim karena elo milih jd kafir trinitas emng tolol,Hate Speech
USER USER eh dongo coba aja lu mikir tai itu posisinya udh ditengah rel yg bener bener ganggu mobilitas warga dan sebagainya di saat urgent kaya gitu masih aja mikirin derek resmi dll yg pdhl disana udh ada dari warga kalo jd buzzer jangan kaya kontol yg ga bisa mikir pake otak deh mikir,Kata Kasar dan Vulgar
kalau tolol goblock sengklek gak usah di pamerin kasihan banget org macam lu ini eh temenya banyak ya jd rada pedean lu sengkleknya,Kata Kasar dan Vulgar
ngentot bukannya tobat anjing,Kata Kasar dan Vulgar
monyet lo wok,Kata Kasar dan Vulgar
gak polisi gak tni makin hari makin TOLOL,Kata Kasar dan Vulgar
USER otak udang itu,Kata Kasar dan Vulgar
itu yg masalahin mv nct u yg make a wish terus qrt kalau bukan kortis ga akan masalah TOLOL itu mv lu kemane aja itu kan di masalahin juga dongo banget ya orang orang jing npd bener selagi lu belum stan kpop di jaman jaman itu jangan komen dah shut up bro,Kata Kasar dan Vulgar
USER lo ga sepenting itu,Kata Kasar dan Vulgar
klo aku kasih video colmek aku di dm kalian ada yang mau nga yah like dong nanti aku ksih vd clmk nya di dm kamu,Sexual Harassment
klo aku kasih video colmek aku di dm kalian ada yang mau nga yah like dong nanti aku ksih vd clmk nya di dm kamu,Sexual Harassment
klo aku kasih video colmek aku di dm kalian ada yang mau nga yah like dong nanti aku ksih vd clmk nya di dm kamu,Sexual Harassment
yg gua keselnya sm some fans dream yg agak dongo ini ya JN tuh udh bilang dr kpn tahun kalo lu g prlu sekali² ask lgi soal pertemanan mereka like bro they re spending their life together more than years broo lu jg bisa liat sendiri buktinya trus ngapain ditanya lagi jir,Non-Cyberbullying
ILHAM BANGSAT HAPUS CAPCUT LU YG GA GUNA ITU,Kata Kasar dan Vulgar
si kontol ini siapa sih,Kata Kasar dan Vulgar
sumpah pengen di jilmek,Non-Cyberbullying
USER aneh giliran diajak ngewe main gas aja tapi pas kelar ngewe not my type kalo gak punya rasa dan bukan tipe lu ya bilang dari awal dan tolak dari awal brengsek,Sexual Harassment
USER gaya lo listrik mati kagak ada aer aja lo mencak nyalahin PLN lagian ngapain berdiri dipihak teroris syiah iran laknat gak tau malu lu wkwk,Hate Speech
USER jujur pematah semangat paling kenceng ortu WKWK gw disebut gendutt sm item dr jaman SMP sampe ke doktrin sampe skrg udh taon pdhl cowokku ma temen² blg gw ga gendut item sampe sering bimbang sm salah shade kl beli cushion foundie krn beli kegelapan krn ngerasa ireng,Body Shaming
lo kalo mau bego bego aja kalo mau denial denial aja jangan pilih dua duanya jangan udah bego denial juga ngerti ga lo,Kata Kasar dan Vulgar
ANJING LU SEMUA DESERVE DI SIKSA DLU BARU BOLEH MATI,Kata Kasar dan Vulgar
pembersihan tl,Non-Cyberbullying
pembersihan tl,Non-Cyberbullying
pembersihan tl,Non-Cyberbullying
